id,text
1508155638953615362,@TimpalBali Saham
1508156098758713344,"Lock Up Berakhir, Begini Prediksi Nasib Saham Bukalapak (BUKA)   https://t.co/Bi0g7e9sBr https://t.co/P6ILeqdvT2"
1508156636149473287,"RT @saham_group: منتجاتنا تصل الى دول العالم 
دول مجلس التعاون الخليج
الشرق الاوسط 
افريقيا 
دول الاتحاد الازروبي 
امريكا 
منتجات القصدير و…"
1508156735810412545,"RT @saham_group: ثلاثة قرون عريقة من #يوم_بدينا ورفعنا الراية، وثلاثة عقود من يوم بدأت قصة عبد العزيز الماضي وشركة سهم, في الثلاثة القرون و…"
1508157055877660676,RT @saham_group: شركة سهم للتجارة والصناعة تمتلك اكثر من 800 منتج (صناعة سعودية )منتجات استهلاكية ذات الاستخدام الواحد منتجات بلاستيكية - ا…
